Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES,FILEPATH,FILENAME
INFOBISOC,https://red.niboe.info/@infobisoc,-,Spain,Spanish,-,-,25/11/2022,-,Scientific research groups,Grupos de investigación científica,spain/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
infoLibre,https://mastodon.world/@_infoLibre,https://www.infolibre.es/,Spain,Spanish,-,-,20/11/2022,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
Inkscape,https://mastodon.art/@inkscape,https://inkscape.org/,Global,Multi,https://gitlab.com/inkscape/inkscape/,-,05/04/2018,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Institut für Publizistik ,https://sciences.social/@ifp,https://www.ifp.uni-mainz.de/,Germany,English,-,-,21/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",germany/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Institute for Energy Economics and Financial Analysis (IEEFA),https://mastodon.energy/@ieefa_institute,https://ieefa.org/,USA,English,-,-,09/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",united_states_of_america/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Interferencias,https://social.interferencias.tech/@interferencias,https://jasyp.interferencias.tech/,Spain,Spanish,https://t.me/inter_ferencias,-,10/11/2022,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,spain/NPO_NGO.csv,NPO_NGO
Ismael Serrano,https://mastodon.la/@serranoismael,https://www.ismaelserrano.com/,Spain,Spanish,-,-,12/11/2022,-,Musicians,Músicxs,spain/MUSICIANS.csv,MUSICIANS
ITZBund,https://social.bund.de/@itzbund,https://www.itzbund.de/,Germany,German,-,-,01/02/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
IU Maurer School of Law,https://mastodon.lawprofs.org/@IUMaurerLaw,https://law.indiana.edu/,USA,English,-,-,09/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
Ivory,https://tapbots.social/@ivory,-,Global,English,-,iOS App,24/11/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Jesús Maraña,https://mastodon.world/@jesusmarana,https://es.wikipedia.org/wiki/Jes%C3%BAs_Mara%C3%B1a,Spain,Spanish,-,-,19/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Journal Experimental Medicine ,https://mstdn.science/@JExpMed,https://rupress.org/jem,Global,English,-,-,18/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Journal of Cell Biology (JCB) ,https://mstdn.science/@JCellBiol,https://rupress.org/JCB,Global,English,-,-,18/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Journal of Cell Science ,https://mstdn.science/@J_Cell_Sci,https://journals.biologists.com/jcs,Global,English,-,-,15/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Journal of General Physiology ,https://mstdn.science/@JGenPhysiol,https://rupress.org/jgp,Global,English,-,-,18/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Journal of Political Ecology ,https://sciences.social/@journalofpoliticalecology,https://journals.librarypublishing.arizona.edu/jpe/,Global,English,-,-,06/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
JRMora,https://mastodon.social/@jrmora,https://jrmora.com/,Spain,Spanish,-,-,29/12/2019,-,Cartoonists / Illustrators,Dibujantes / Viñetistas / Ilustradores,spain/CARTOONISTS.csv,CARTOONISTS
Karlsruher Institut für Technologie (KIT),https://mastodon.social/@KIT_Karlsruhe,https://www.kit.edu/,Germany,German,-,-,29/07/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
KDE,https://floss.social/@kde,https://kde.org/,Global,Multi,-,-,07/10/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Kdenlive,https://floss.social/@kdenlive,https://kdenlive.org/,Global,Multi,-,-,08/10/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
KfW Bankengruppe,https://social.bund.de/@KfW,https://www.kfw.de/s/dekEU20,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Kompetenzzentrum Open Data,https://social.bund.de/@opendatabund,https://opendata.bund.de/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
La Marea,https://xarxa.cloud/@lamarea,https://www.lamarea.com/,Spain,Spanish,-,BOT,17/01/2020,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
Landscape Research Group ,https://mas.to/@aboutlandscape,https://landscaperesearch.org/,United Kingdom,English,-,-,10/11/2022	,-,Scientific research groups,Grupos de investigación científica,united_kingdom/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
Landscape Research Journal ,https://mas.to/@landscaperesearch,https://landscaperesearch.org/journal/,Global,English,https://www.tandfonline.com/toc/clar20/current,-,07/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Landtag RLP,https://social.bund.de/@ltrlp,https://www.landtag.rlp.de/de/general-storage/footer/ueber-den-landtag/impressum/,Germany,German,-,-,01/07/2021,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Law & Space Journal ,https://mastodon.social/@lawandspacejournal,https://lawandspace.com/,Global,English,-,-,05/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Liberapay,https://mastodon.xyz/@Liberapay,https://liberapay.com/,Global,Multi,-,Donations platform,10/12/2017,,Platforms,Plataformas,global/PLATFORMS.csv,PLATFORMS
LibreOffice,https://fosstodon.org/@libreoffice,https://www.libreoffice.org/,Global,Multi,-,-,20/03/2019,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
LIP Research Group ,https://sciences.social/@lip,https://wp.lancs.ac.uk/lip/,United Kingdom,English,-,-,14/11/2022	,-,Scientific research groups,Grupos de investigación científica,united_kingdom/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
Loeffler,https://social.bund.de/@loeffler_news,https://fli.de/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Luzes,https://mastodon.gal/@Luzes,https://luzes.gal/,Spain,Galego,-,-,12/11/2022,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
Magdeburg-Stendal University,https://machteburch.social/@h2international,https://www.h2.de/,Germany,German,-,-,04/08/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Maldita.es,https://mastodon.social/@malditaes,https://maldita.es/,Spain,Spanish,-,Verificación de bulos,18/11/2022,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
Manuel Rico,https://mstdn.social/@manuelrico,https://www.infolibre.es/autores/manuel-rico/,Spain,Spanish,-,-,13/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Mastodon,https://mastodon.social/@Mastodon,https://joinmastodon.org/,Global,Multi,-,-,23/11/2016,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Matrix.org,https://mastodon.matrix.org/@matrix,https://matrix.org/,Global,English,-,-,01/05/2017,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Mattias Bjärnemalm,https://eupolicy.social/@Mab,https://www.linkedin.com/in/bjarnemalm/,European Union,English,-,Pirate Parties Network Officer,01/10/2022,-,Policy,Política,european_union/POLICY.csv,POLICY
Max Delbrück Center,https://social.bund.de/@MDC_Berlin,https://www.mdc-berlin.de/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Max Lab UW Seattle,https://fediscience.org/@StutteringLabUW,http://faculty.washington.edu/ludomax/lab,USA,English,-,-,04/11/2022	,-,Scientific research groups,Grupos de investigación científica,united_states_of_america/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
Max-Planck-Gesellschaft,https://wisskomm.social/@maxplanckgesellschaft,https://www.mpg.de/en/socialmedia,Germany,German,-,-,18/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",germany/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
McGill University,https://mstdn.ca/@mcgillu,http://www.mcgill.ca/,Canada,English / French,-,-,18/11/2022,-,Universities,Universidades,canada/UNIVERSITIES.csv,UNIVERSITIES
Metabolist / Metatext,https://mastodon.social/@metabolist,http://metabolist.org/,Global,Multi,-,iOS App,30/10/2019,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
microsiervos,https://mastodon.cloud/@microsiervos,https://www.microsiervos.com/,Spain,Spanish,https://t.me/microsiervos,-,01/08/2018,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
MINS Research Group/Faggruppe ,https://sciences.social/@minsnord,https://www.nord.no/en/about/faculties-and-centres/faculty-of-social-sciences/research/divisions/miljo-internasjonale-relasjoner-noromrader-og-samfunnssikkerhet/Pages/default.aspx,Norway,English,-,-,18/11/2022	,-,Scientific research groups,Grupos de investigación científica,norway/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
Miquel Ramos,https://mastodont.cat/@Miquel_R,https://miquelramos.me/,Spain,Spanish / Catalan,-,-,18/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
MIT Press,https://mastodon.mit.edu/@themitpress,https://mitpress.mit.edu/,USA,English,-,-,10/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
MPI for Biological Intelligence ,https://wisskomm.social/@MPIforBI,https://www.bi.mpg.de/en,Germany,English,-,-,21/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",germany/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
MPI of Molecular Cell Biology and Genetics,https://wisskomm.social/@mpicbg,https://www.mpi-cbg.de/,Germany,English,-,-,19/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",germany/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Nature Astronomy ,https://astrodon.social/@NatureAstronomy,https://www.nature.com/natastron/,Global,English,-,-,07/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
"NBDT, a neuro open journal ",https://sigmoid.social/@nbdt_journal,https://nbdt.scholasticahq.com/,Global,English,-,-,14/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
NetBlocks,https://mastodon.social/@netblocks,https://netblocks.org/,Global,English,https://t.me/netblocks,-,07/11/2022,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,global/NPO_NGO.csv,NPO_NGO
Netopia EU,https://eupolicy.social/@netopia,https://www.netopia.eu/,European Union,English,-,-,01/10/2022,-,Media,Medios de comunicación,european_union/MEDIA.csv,MEDIA
Next Generation Internet,https://social.network.europa.eu/@EC_NGI,https://www.ngi.eu/,European Union,English,-,-,01/03/2022,-,Institutions,Instituciones,european_union/INSTITUTIONS.csv,INSTITUTIONS
Nextcloud,https://mastodon.xyz/@nextcloud,https://nextcloud.com/,Global,Multi,-,-,02/05/2017,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
NLnet Labs,https://fosstodon.org/@nlnetlabs,https://nlnetlabs.nl/,Global,English,-,-,31/10/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Nonprofit Tech for Good,https://publicgood.social/@nonprofitorgs,https://www.nptechforgood.com/,Global,English,-,-,21/11/2022,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,global/NPO_NGO.csv,NPO_NGO
norcoreano,https://mastodon.social/@norcoreano,https://twitter.com/norcoreano,Spain,Spanish,-,-,01/10/2018,-,Comedians,Humoristas,spain/COMEDIANS.csv,COMEDIANS
Omega Research Foundation,https://mastodon.social/@Omega_RF,https://omegaresearchfoundation.org/,United Kingdom,English,-,-,04/11/2022,-,Foundations,Fundaciones,united_kingdom/FOUNDATIONS.csv,FOUNDATIONS
Open Culture,https://toot.community/@openculture,https://openculture.com/,Global,English,-,-,05/11/2022,-,Education,Educación,global/EDUCATION.csv,EDUCATION
Open Journal of Astrophysics ,https://astrodon.social/@OJ_Astro,http://astro.theoj.org/,Global,English,-,-,10/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Open Rights Group,https://social.openrightsgroup.org/@openrightsgroup,https://www.openrightsgroup.org/,United Kingdom,English,-,-,21/11/2022,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,united_kingdom/NPO_NGO.csv,NPO_NGO
Open Source Programme Office,https://social.network.europa.eu/@EC_OSPO,https://joinup.ec.europa.eu/collection/ec-ospo,European Union,English,-,-,01/02/2022,-,Institutions,Instituciones,european_union/INSTITUTIONS.csv,INSTITUTIONS
OpenMandriva,https://linuxrocks.online/@openmandriva,https://www.openmandriva.org/,Global,English,-,-,13/02/2021,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Ostbeauftragter,https://social.bund.de/@Ostbeauftragter,https://ostbeauftragter.de/ostb-de,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Pablo Echenique,https://todon.eu/@PabloEchenique,https://es.wikipedia.org/wiki/Pablo_Echenique,Spain,Spanish,https://t.me/PabloEchenique,-,13/11/2022,-,Policy,Política,spain/POLICY.csv,POLICY
Pedro Vallín,https://mastodon.social/@pvallin,https://es.wikipedia.org/wiki/Pedro_Vall%C3%ADn,Spain,Spanish,-,-,29/12/2019,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Penpot,https://fosstodon.org/@penpot,https://penpot.app/,Global,English,https://github.com/penpot/,-,16/06/2020,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
PH Ludwigsburg,https://bonn.social/@phludwigsburg@baw%C3%BC.social,https://www.ph-ludwigsburg.de/,Germany,German,-,-,20/05/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
PH Weingarten,https://bonn.social/@phweingarten@baw%C3%BC.social,https://www.ph-weingarten.de/,Germany,German,-,-,11/04/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Physics Magazine ,https://mas.to/@physics_magazine,https://www.aps.org/publications/physics.cfm,Global,English,-,-,14/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Pirates de Catalunya,https://mastodont.cat/@partit_pirata,https://pirates.cat/,Spain,Spanish / Catalan / English,https://t.me/PirataCat,-,14/05/2018,-,Policy,Política,spain/POLICY.csv,POLICY
Pixelfed,https://mastodon.social/@pixelfed,https://pixelfed.org/,Global,English,-,-,11/05/2018,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
PLOS,https://mstdn.science/@PLOS,https://plos.org/,Global,English,-,-,08/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
PLOS Biology ,https://fediscience.org/@PLOSBiology,https://journals.plos.org/plosbiology/,Global,English,-,-,08/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
PLOS Climate ,https://mstdn.science/@plosclimate,http://plosclimate.org/,Global,English,-,-,21/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Portal Vallecas,https://mastodon.la/@PortalVallecas,https://www.portalvallecas.es/,Spain,Spanish,-,-,12/11/2022,-,Media,Medios de comunicación,spain/MEDIA.csv,MEDIA
PostApocalipsisNau,https://todon.nl/@PostApocalipsisNau,https://www.elsaltodiario.com/post-apocalipsis-nau,Spain,Spanish,https://www.ivoox.com/podcast-post-apocalipsis-nau_sq_f1634081_1.html,-,24/06/2019,-,Podcast,Podcast,spain/PODCAST.csv,PODCAST
Princeton University,https://home.social/@princetonuniversity,https://www.princeton.edu/,USA,English,-,-,17/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
Proyecto UNA,https://mastodon.social/@proyectouna,https://twitter.com/ProyectoUna,Spain,Spanish,https://www.elsaltodiario.com/autor/proyecto-una,-,25/04/2022,-,Collectives,Colectivos,spain/COLLECTIVES.csv,COLLECTIVES
QGIS,https://fosstodon.org/@qgis,https://qgis.org/,Global,Multi,-,-,01/11/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Quantitative Science Studies ,https://scicomm.xyz/@QSS_ISSI,https://direct.mit.edu/qss,Global,English,-,-,05/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Radboud University,https://mastodon.social/@Radboud_uni,https://www.ru.nl/,Netherlands,Dutch,-,-,03/11/2016,-,Universities,Universidades,netherlands/UNIVERSITIES.csv,UNIVERSITIES
Research Institute of Molecular Pathology (IMP),https://mstdn.science/@IMPvienna,https://www.imp.ac.at/,Austria,English,-,-,08/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",austria/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Robert Koch-Institut,https://social.bund.de/@RKI,https://www.rki.de/DE/Home/homepage_node.html,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Robert Koch-Institut ,https://social.bund.de/@RKI,https://www.rki.de,Germany,German,-,-,11/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",germany/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Royal Astronomical Society ,https://astrodon.social/@royalastrosoc,https://ras.ac.uk/,United Kingdom,English,-,-,08/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",united_kingdom/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Rubén Sánchez,https://mastodon.social/@RubenSanchezTW,https://rubensanchez.tw/,Spain,Spanish,-,-,01/10/2018,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Science politique UdeM,https://mstdn.ca/@Sciencepo_UdeM,https://pol.umontreal.ca/,Canada,English / French,-,-,19/11/2022,-,Universities,Universidades,canada/UNIVERSITIES.csv,UNIVERSITIES
Scientific European ,https://toot.community/@ScientificEuropean,https://www.scientificeuropean.co.uk/,Global,Multi,-,-,07/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Society for Glycobiology ,https://qoto.org/@SfG,https://www.glycobiology.org/,USA,English,-,-,07/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",united_states_of_america/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Stanford Law School,https://masto.ai/@stanfordlaw,https://law.stanford.edu/,USA,English,-,-,21/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
Stiftung Datenschutz,https://social.bund.de/@DS_Stiftung,https://stiftungdatenschutz.org/,Germany,German,-,-,01/05/2021,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Stiftung EVZ,https://social.bund.de/@evzfoundation,https://www.stiftung-evz.de/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Sächsische DSB,https://social.bund.de/@sdb,https://www.saechsdsb.de/,Germany,German,-,-,01/08/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Tactical Tech,https://mastodon.cc/@info_activism,https://tacticaltech.org/,Global,English,-,-,05/04/2017,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,global/NPO_NGO.csv,NPO_NGO
Taia Wang Research Group ,https://mstdn.science/@wanglab,https://profiles.stanford.edu/taia-wang,USA,English,-,-,07/11/2022	,-,Scientific research groups,Grupos de investigación científica,united_states_of_america/SCI_RESEARCH_GROUPS.csv,SCI_RESEARCH_GROUPS
Technisches Hilfswerk (THW),https://social.bund.de/@thw,https://www.thw.de/DE/Startseite/startseite_node.html,Germany,German,-,-,01/09/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
The Arabidopsis Information Resource (TAIR),https://genomic.social/@TAIR,https://www.arabidopsis.org/,USA,Englsih,https://www.phoenixbioinformatics.org/,Database of genetic and molecular biology data for the model higher plant Arabidopsis thaliana,16/11/2022,-,Science,Ciencia,united_states_of_america/SCIENCE.csv,SCIENCE
The Conversation AU,https://mastodon.social/@theconversationau,https://theconversation.com/au,Australia,English,-,-,18/11/2022,-,Scientific dissemination,Divulgación científica,australia/SCIENTIFIC_DISSEMINATION.csv,SCIENTIFIC_DISSEMINATION
The Conversation ES,https://newsie.social/@theconversationes,https://theconversation.com/es,Spain,Spanish,-,-,18/11/2022,-,Scientific dissemination,Divulgación científica,spain/SCIENTIFIC_DISSEMINATION.csv,SCIENTIFIC_DISSEMINATION
The Conversation NZ,https://mastodon.social/@theconversationau,https://theconversation.com/au,New Zealand,English,-,-,18/11/2022,-,Scientific dissemination,Divulgación científica,new_zealand/SCIENTIFIC_DISSEMINATION.csv,SCIENTIFIC_DISSEMINATION
The Conversation US,https://newsie.social/@TheConversationUS,https://theconversation.com/us,USA,English,-,-,04/11/2022,-,Scientific dissemination,Divulgación científica,united_states_of_america/SCIENTIFIC_DISSEMINATION.csv,SCIENTIFIC_DISSEMINATION
The Overhead Wire,https://sfba.social/@TheOverheadWire,http://theoverheadwire.com/,USA,English,https://usa.streetsblog.org/category/special-features/podcast/,Jeff Wood,11/05/2022,-,Podcast,Podcast,united_states_of_america/PODCAST.csv,PODCAST
The Prehistoric Society ,https://mastodonapp.uk/@PrehistoricSociety,www.prehistoricsociety.org,United Kingdom,English,-,-,26/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",united_kingdom/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
The R Foundation,https://fosstodon.org/@R_Foundation,https://r-project.org/,Global,English,-,-,10/11/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
The Tor Project,https://mastodon.social/@torproject,https://torproject.org/,Global,Multi,-,-,03/04/2017,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,global/NPO_NGO.csv,NPO_NGO
The Translation Centre for the Bodies,https://social.network.europa.eu/@CDT,https://cdt.europa.eu/,European Union,Multi,-,-,01/04/2022,-,Institutions,Instituciones,european_union/INSTITUTIONS.csv,INSTITUTIONS
Thierry Breton,https://social.network.europa.eu/@EC_Commissioner_Breton,https://ec.europa.eu/commission/commissioners/2019-2024/breton_en,European Union,French / English,-,-,29/11/2022,-,Policy,Política,european_union/POLICY.csv,POLICY
Thunderbird,https://mastodon.online/@thunderbird,https://thunderbird.net/,Global,Multi,-,-,25/04/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Toot!,https://mastodon.social/@tootapp,https://apps.apple.com/app/toot/id1229021451,Global,Multi,-,iOS App,14/08/2018,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Tootoise,https://mastodon.social/@tootoise,https://apps.apple.com/us/app/tootoise/id1465090190,Global,Multi,-,iOS App,07/02/2020,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Transnational Institute,https://mastodon.world/@transnationalinstitute,https://www.tni.org/,Global,English / Spanish,-,-,18/11/2022,-,Non profit organizations / Non Governmental Organizations,Organizaciones sin ánimo de lucro / Organizaciones no gubernamentales,global/NPO_NGO.csv,NPO_NGO
TU Braunschweig,https://wisskomm.social/@tubraunschweig,https://www.tu-braunschweig.de/,Germany,German,-,-,21/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
TU Chemnitz,https://mastodon.social/@tuchemnitz,https://www.tu-chemnitz.de/,Germany,German,-,-,12/05/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
TU Darmstadt,https://darmstadt.social/@TU,https://www.tu-darmstadt.de/,Germany,German,-,-,12/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
TU München,https://mastodon.social/@tu_muenchen,https://www.tum.de/,Germany,German,-,-,18/05/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Tusky,https://mastodon.social/@Tusky,https://tusky.app/,Global,Multi,-,Android App,12/04/2017,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
UC Berkeley School of Law,https://sfba.social/@berkeleylaw,https://www.law.berkeley.edu/,USA,English,-,-,06/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
Uniklinikum Heidelberg,https://xn--baw-joa.social/@uniklinikum_hd,https://www.klinikum.uni-heidelberg.de/,Germany,German,-,-,28/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
University of Aberdeen,https://mastodon.scot/@uniofaberdeen,https://www.abdn.ac.uk/,United Kingdom,English,-,-,07/11/2022,-,Universities,Universidades,united_kingdom/UNIVERSITIES.csv,UNIVERSITIES
